sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
 Diğer Sanayi Ürünleri;YALOVA;0;0;0;0;0.05799;0.09714;0;0;0;0;0.01141;1.12013;0.01369;0;0;0;0;0;1.41998;1.5805;0.73791;0;0;6.63587;1.34778;0.46332;0.06084;0;5.60572;0;2.143;0;0.30815;1.91642;0;0.71789;0.4089;0.84811;0;0;0.9986;0.30338;0;1.38543;0;0;4.11955;0.11493;0;0;0.4089;0.60759;0;0;5.27346;1.47684;0.64064;0;0.62357;0;0.23439;0;0.2188;0
 Halı ;YALOVA;3.75531;0;0;0;0;0;0.31244;0;0;0;0;1.1268;0;0;0;0.05652;54.64826;0.14982;0.06274;0;0.2251;3.953;0;0;0.5175;0;4.21246;0;0;0;0;1.1504;1.082;0;0;0;1.36543;0.59606;0;0;7.74346;12.11434;434.59375;0.62931;0;0;0.62713;1.92626;0;0;1.36543;0.0226;470.63295;0;4.83388;4.34763;7.34888;0.39709;0.468;0;1.38492;1.09594;2.43866;0
 Hazırgiyim ve Konfeksiyon ;YALOVA;48.21606;86.01439;39.33169;0;8.52712;9.95629;31.40992;18.39097;60.44933;9.08562;55.83866;66.97729;0.03422;0;0.0034;24.86618;76.62872;72.22421;30.46406;19.50214;57.74589;52.37645;32.24028;115.52328;63.39748;97.80679;30.36998;56.74784;49.07513;86.46231;44.81442;55.22708;299.61688;99.98923;219.1918;270.60479;296.06376;127.0369;59.64589;425.68774;446.86624;45.0278;506.11241;511.32626;264.70711;238.66263;566.8122;141.33897;78.58677;729.79763;296.06376;110.38318;486.45448;269.7923;309.74115;126.07421;133.54891;153.29659;135.94004;82.6011;69.79747;140.36615;94.68396;330.75589
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;YALOVA;16.55634;0;26.36518;0;1.57697;34.6143;8.71697;16.54621;0.54353;7.65972;49.09223;37.5654;0;1.31418;1.33387;0.603;0;12.8;0;0;10;1.58317;8.5;0;2.41155;2.61155;0;0;0;4.85294;0;0;0;0;0;2.46898;0;0.26205;0.27365;9.05815;4.3538;0;13.30795;2.443;3.8961;0;3.47293;0.8085;0;11.36;0;0;0.6833;11.441;0.5087;0;0;19.8074;3.82428;18.80037;45.9445;6.855;2.98238;39.53362
 İklimlendirme Sanayii;YALOVA;43.83952;1.9307;366.91333;96.32957;5.69374;42.43987;231.72285;44.52694;39.42919;22.64595;9.75329;17.71885;8.43559;200.23966;206.71795;266.31582;95.35057;53.09114;4.22056;35.95276;229.46452;25.78169;53.30181;50.69691;41.71114;105.32185;59.71953;91.97356;72.94409;80.15491;92.55505;102.78511;12.60912;86.5968;204.68017;3.00189;559.74306;12.20641;40.56248;42.5081;757.54602;14.38649;801.25187;46.33499;111.07343;184.86416;25.40396;84.11001;56.40045;203.94753;559.74306;87.06929;914.78374;94.97796;347.80392;114.03585;66.11076;33.86951;118.83115;89.224;106.31486;142.32143;109.90419;76.18675
 Kimyevi Maddeler ve Mamulleri  ;YALOVA;1666.09376;1466.06777;1425.51054;1962.42845;1611.14761;1154.99367;1262.51501;1570.59195;497.70088;1536.82562;954.91136;1015.78582;1903.9019;893.97828;1129.2143;977.44056;989.08184;1431.43593;1789.1841;1129.10348;1188.92749;1291.73765;2033.39852;2182.24857;1934.95676;1107.82474;1292.74372;1052.7527;1278.13924;1353.19514;1396.97765;1311.1213;1522.79725;1194.71508;1876.53006;1122.09746;3039.91098;4141.28872;1408.78146;1602.76241;1350.81418;2265.41382;1798.87641;2214.735;2268.95799;1506.46467;1796.07815;2217.31194;1207.86711;3142.64434;3039.91098;2453.88132;2377.00099;4073.65648;1926.8111;2744.78808;1772.61277;2789.41428;1675.89549;3552.11429;1442.1294;2579.62873;3257.98661;2974.25041
 Kuru Meyve ve Mamulleri  ;YALOVA;0;2.46946;0;0;0;4.24171;0;0;0;0;0;0;0;0;9.56986;0;4.17706;0;0;0;0;0;64.23167;0;0;20.04691;0;0;0;7.04323;0;17.16252;0;0;0;0;35.5665;0;0;0;0;0;6.04833;0;0;0;0;0;0;0;35.5665;0;6.85789;22.5216;0;0;0;36.27214;0;0;0;21.30513;16.8407;27.68492
 Madencilik Ürünleri;YALOVA;232.13085;321.65666;167.30716;363.93391;591.0223;710.4228;518.8482;750.85288;419.01967;616.00086;686.0397;505.68123;689.45383;680.6595;0;212.58995;859.62899;930.05855;886.52139;797.84821;476.43017;902.55654;985.59707;861.89436;862.1742;465.04827;236.56757;1284.13942;426.91845;1957.18352;1479.34379;1443.13695;2403.04711;1440.80859;1992.03917;1504.07518;960.88897;2784.27294;1264.67252;1136.42408;1099.26984;2305.29957;4136.44725;1932.80738;1150.95788;1008.78927;1712.14961;1212.86659;1843.24448;1575.69781;960.88897;1384.90785;1317.26454;782.50962;926.26473;1730.93721;1129.40417;864.97958;554.81132;571.5062;399.09609;1285.42536;1456.35028;1574.57193
 Makine ve Aksamları;YALOVA;60.24521;219.92738;618.29274;33.18152;163.31979;60.87471;182.21987;19.06578;252.07143;126.72108;100.62437;225.9733;144.22969;264.88201;371.3634;335.79829;160.735;227.9433;340.53995;300.96832;810.96892;213.74794;894.38559;193.05794;135.21999;426.60477;167.13751;101.02154;181.30539;234.38568;30.58369;143.35601;223.4068;212.32417;288.75071;210.17823;567.67243;171.64905;114.29583;94.3979;593.46834;140.64336;1324.80712;208.88575;159.26819;674.9122;246.31025;123.11744;159.97703;808.7883;567.67243;284.58474;2059.10314;316.26099;327.95552;102.82054;123.24447;226.12338;449.88749;178.49855;145.34054;225.27629;142.12358;315.32424
 Meyve Sebze Mamulleri ;YALOVA;5.91575;0;0;0;0;0;0;0;0;0;0;0;1.2302;1.34898;0;2.35477;18.0209;57.43017;15.61074;13.33422;17.20992;5.90396;32.39486;51.80676;0;18.20042;0;3.13245;4.06299;5.4869;0;0;0;0;0;10.3823;4.80277;12.84022;0;0;0;2.87398;13.71294;5.89315;18.55913;0;5.76779;4.77594;2.55361;0;4.80277;56.15737;0;55.73633;5.5026;33.15662;0;35.86616;7.58922;5.30397;14.44178;44.45606;0;0
 Mücevher;YALOVA;0;0;0;0;0.11242;0;0;0;0;0;0;0;0;0;0;0.33987;0;0;0;0;0.22182;0;0;0;0;0;0;0;0;0;0;0.02392;0;0;0;0;0;0;0;0;0;0;0.08173;0;0;0;0;0.04465;0;0;0;0.70292;0;0;0.1363;0.30908;0.01238;0;0;0;0.18814;0.05753;0;0
 Otomotiv Endüstrisi;YALOVA;11.72846;6.52966;57.48585;63.2309;12.09709;0;477.34512;5.81408;8.47527;6.76527;3.76205;11.59035;5.37679;325.20635;311.81748;340.79832;10.46801;23.29426;6.44228;947.94631;35.78838;2.99283;915.77378;1659.83416;1466.30579;9.97196;35.99546;1.00621;12.93332;37.72202;7.35944;40.82668;17.39539;236.983;6.34637;5.83736;111.89527;10.67802;13.27197;9.38273;385.41271;27.07662;4607.44017;3.86558;6.04078;39.09304;22.89495;43.20217;10.61026;34.12738;111.89527;38.83512;4806.92434;6.28833;27.22037;59.67732;1.58786;64.58036;68.35232;39.2374;22.68079;3.12832;16.10916;4.54187
 Su Ürünleri ve Hayvansal Mamuller;YALOVA;326.75587;259.62794;448.22407;39.34275;22.97725;92.17628;257.09036;70.02558;76.20844;194.46392;285.7697;67.91048;65.63461;10.56379;221.09374;206.65152;218.43863;66.63631;220.67307;167.86548;62.33886;196.85163;0;9.08354;6.71145;213.36948;0;120.71672;0;142.03439;354.12294;121.0857;204.88525;214.16329;271.96361;370.56478;219.34138;295.09058;304.08587;151.88327;0;0;0;144.62482;114.28526;83.28143;227.75867;139.27009;78.86744;66.92862;219.34138;144.23968;194.35324;0;265.28284;0;54.58197;0;76.41777;0;0;0;0;0
 Tekstil ve Hammaddeleri;YALOVA;3.679;35.20015;19.79039;13.81174;9.46945;69.69424;14.91394;9.819;5.0768;25.495;86.95148;71.70191;21.09236;8.42009;57.21287;0.039;17.9713;22.10879;0.11273;8.48085;0.19629;12.67453;12.82645;7.32264;26.35539;9.555;38.94274;0;161.13834;0.9692;36.05066;5.86957;6.8946;19.092;5.24152;36.30384;898.5457;23.1707;3.71222;0;0.11486;23.06073;129.99678;0;0.09587;4.89144;0;42.02921;93.67154;1544.7424;898.5457;3.32114;1726.69151;12.87941;2800.50788;0.2582;2005.01899;0;1590.5693;0.335;1633.31457;152.9589;0;8.60847
 Yaş Meyve ve Sebze  ;YALOVA;0;19.85624;0;0;0;0;0;0;0;0;0;0;0;0;70.60505;0.0963;0;26.07248;74.87;34.888;0;54.0267;48.8508;0;69.77633;20.46438;60.8945;79.098;0;85.49405;0;0;0;0;81.1535;107.6179;0;18.495;0;31.14;172.27244;206.53808;43.90694;0;78.6742;96.34064;20.21625;39.94226;91.29685;169.69337;0;0;44.968;127.70375;86.75464;0;29.13171;17.6272;117.94148;0;15.2;0;91.23158;0
 Zeytin ve Zeytinyağı ;YALOVA;0;69.3112;0;0;0;0;0;0;0;0;0;71.79919;154.31864;139.14059;115.79171;134.2271;62.75148;108.11215;74.47778;47.58573;131.91117;40.12297;42.99991;51.43357;74.8361;110.08647;162.38697;28.16151;27.72188;42.65029;28.50838;103.85412;36.05094;30.84753;91.23123;26.97853;106.76629;45.49713;127.13336;57.41293;64.11058;76.11092;52.57083;64.38062;61.7461;161.12047;84.27833;76.7385;30.4624;43.50292;106.76629;19.8062;174.84034;132.46684;106.2935;156.67287;78.78946;34.24854;87.74593;122.14789;216.88882;126.63679;90.54309;50.70555
TOPLAM;YALOVA;29298.07947;9096.73894;36266.56918;7866.963;7538.88882;2750.54511;90063.7019;79329.68452;6430.31381;3353.9988;2771.83211;34953.57235;4126.62113;51856.5375;36066.74815;42090.87962;46973.6501;3862.29238;4627.86291;57407.17028;10155.20181;31504.29932;87878.84969;56610.77356;56408.46125;63195.5238;21669.76126;3350.81457;41745.74689;46168.41252;4255.67842;61603.73541;6141.0427;27789.82757;6115.01875;4779.03556;157624.3102;129197.6904;4136.14396;5002.51026;115614.8514;46620.41759;123255.8831;123410.4266;13980.9301;43908.39546;21803.32514;5737.14767;10517.99773;67535.69424;157624.3102;126031.936;219898.0647;7632.38709;41720.76292;61982.31001;6422.81618;5469.04862;35619.17395;6229.12162;39794.15758;6428.25126;52675.49438;7595.50561
 Çelik;YOZGAT;0;11.71315;0;0;0;0.31566;0;21.48823;0;0;0;0.52478;25.96509;18.50648;0.10041;0.07895;0.1042;14.13816;0.91083;0;0.28295;2.98799;0.17605;12.66879;0.86426;0.10602;6.10099;0.17475;6.70576;0.59864;0.70686;0.21833;1.48678;0;8.24826;57.82174;6.91714;0;43.47817;9.19801;12.09118;25.31514;58.68644;0;12.12802;1.71004;24.14668;75.0723;27.33589;82.02851;6.91714;8.24894;83.12671;21.97614;67.89519;55.27312;29.47039;112.48118;40.01058;0;104.70856;132.25903;200.75812;137.23061
 Çimento Cam Seramik ve Toprak Ürünleri;YOZGAT;0;0;0;0;0.576;0;0.05518;4.67798;0;0.80273;0;0;0;2.60696;0.10349;0;2.18455;0;5.63755;0;0.57082;0;0.01188;0;0;0.33569;1.81016;0;0;8.99908;0;3.68484;3.27334;0;0.79362;160.5887;28.64023;8.16304;0.91371;241.79851;5.46607;1878.61802;3.93941;1.9647;15.45667;13.867;4.74327;5.87967;0;6.25753;28.64023;9.38844;0.11591;10.12628;10.74787;0.43103;0;4.93629;0;3.68253;55.60382;2.42732;20.23142;2.70172
 Demir ve Demir Dışı Metaller ;YOZGAT;1.25598;0;0.19359;5.0441;8.26592;7.95551;1.29651;1.33138;0;5.35013;0;13.4477;0;16.1659;1.56912;0.16158;1.46119;0;0.06856;0;10.0694;1.0946;0.72023;2.02418;0;17.29596;0;8.9031;35.77186;49.95365;1.38804;10.00242;61.07191;0;12.62836;3.72207;16.30012;4.1737;10.0778;13.46263;19.26684;82.7556;46.16034;4.27187;64.87595;92.03764;43.2377;96.67492;64.30519;12.25493;16.30012;28.7906;5.0035;93.49261;18.61708;54.49579;28.52558;40.55673;7.34054;12.01592;29.62798;23.49355;8.63621;28.71906
 Deri ve Deri Mamulleri ;YOZGAT;327.31036;0;0;0;8.8;0;7.32517;0;0;0;3.10961;8.49664;1.4553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.04456;1.54087;1.71126;0;0;0;0;0;0;2.51198;0.00321;1.0073;0;0.31;0;1.54087;0.315;0;0.5445;27.8;0;0;31.36321;0;0;0.18781;36.3033;0;83.93533
 Halı ;YOZGAT;0;0;0;0;0;0.23355;0;0;0;0.03476;0;0.0967;0;0;0.08468;0;0.11141;0;0;0;0;0.1645;0.99631;0;0;0.28188;0;0;0;0;0;0;0;0;0;0;1.81412;0;0.06966;0;0.27624;2.87105;0.599;0.05616;0;0;0;0;0;0.61474;1.81412;0.36523;3.16866;0.07283;0.15391;0;0.07088;0.26579;0;0;0.97017;0;0;0
 Hazırgiyim ve Konfeksiyon ;YOZGAT;407.69661;52.80218;33.5;3.72854;50.942;2.7724;67.70518;9.49693;264.68488;128.9884;230.51621;71.50989;2.664;0;6.31065;224.01685;135.45528;223.61754;150.68762;131.88861;410.7895;166.98856;160.39339;163.71188;373.77429;66.91581;183.72598;1.05;2.805;38.77994;16.7632;25.8485;16.11428;1.69001;0;3.80762;571.1343;62.84304;3.13;130.63075;28.418;3.43342;13226.3376;13.09325;9032.59898;2354.81057;8.17;4308.45889;8718.16613;16.52455;571.1343;100.75733;2.66999;7245.74424;39.283;367.57153;1.56996;538.14427;66.62118;96.16255;304.26517;21.5185;20.12853;3.13714
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;YOZGAT;325.37284;281.85803;135.75715;114.79621;181.48152;119.20955;223.87777;223.8607;230.23354;19.0193;180.47131;275.45362;343.28928;178.83841;182.30046;103.75705;202.90752;102.63348;294.81968;197.8721;224.56373;257.26705;226.13622;455.28724;320.863;446.33078;139.83075;280.93132;250.82905;103.82418;378.13218;383.89069;0.03;251.42206;220.8111;376.18516;641.24698;286.71614;107.70665;341.50372;608.47175;979.57087;5.98121;24.98842;33.21338;25.98384;20.23444;550;0.30734;35;641.24698;402.41086;57.38312;151.94426;78.35912;127.36056;21.41988;28.32475;0.1;51.55086;222.06644;317.59136;73.04069;184.33954
 İklimlendirme Sanayii;YOZGAT;0;0;0;0;0;0;0.30996;0;0;0;0;0.00862;0.01654;18.98774;0;0.00555;0.20516;0;0.14475;0;0;0;0;0;0.8628;0;0.07915;0.66442;1.44865;3.10567;1.29573;0;1.70273;0;0;205.70794;177.14542;1.36866;0.45813;20.31174;18.1717;5.94605;63.31573;4.02966;0;0;0.20026;0.1961;0;207.6369;177.14542;0;0.65537;17.89849;0;0.85175;339.45108;0;68.18172;0;86.74203;0;2.31692;0
 Kimyevi Maddeler ve Mamulleri  ;YOZGAT;0.19481;11.72743;2.59033;5.20414;8.33737;0.79691;7.68766;1.83938;0;0.1332;1.07625;1.47985;0;0.60003;0.59063;0;0.0811;1.11575;12.03517;0.17032;17.02211;0;0.38255;3.94145;0.00206;5.89182;1.08321;147.09832;56.00262;16.73001;7.82548;1.27227;7.89204;0.6051;10.32113;1.32983;56.98777;26.08766;9.58323;7.3697;4.3225;16.16955;4.84426;0.75703;106.38957;4.02471;14.50196;5.06171;16.1492;6.79141;56.98777;5.65706;9.29187;6.90201;8.91333;3.05249;2.92369;16.65319;7.36667;9.72;5.6382;9.20665;39.57494;6.77758
 Madencilik Ürünleri;YOZGAT;0;0;0;0;0;0;0;1.70002;0;0;0;0;0;2.77331;0;0;0.48418;0;0;0;1.42112;0.17332;0;3.04887;0;3.38478;0;1.24095;0;0;0;0.12771;1.45243;0;2.00014;0;0;29.67372;0.28682;0;0;0.16799;87.62425;0;2.6315;1.84596;0.52831;10.70698;85.26766;1.66984;0;0.58963;1.93806;5.19539;0.39466;2.55804;0;30.01346;125.71225;0;0;0.02368;0;21.26835
 Makine ve Aksamları;YOZGAT;0.68144;83.061;2.3128;2.62543;3.5983;0;59.11319;15.38549;192.24991;112.53694;58.31166;1.05896;6.71955;158.07985;61.60771;313.36654;92.48837;220.67976;285.66312;64.67958;379.90143;154.46348;234.04985;80.84693;104.66594;91.98621;246.92594;6.81621;142.24401;10.47572;132.30084;248.09863;364.6738;293.59775;232.18358;355.17404;409.97841;400.10867;230.27339;199.64218;191.50441;250.5004;454.57714;227.52444;380.65266;122.92549;230.1587;361.78278;125.64773;289.95906;409.97841;240.15036;530.95198;300.64275;402.8843;132.82877;267.5726;300.12957;373.37768;382.88135;351.34844;370.72876;151.90899;331.95798
 Meyve Sebze Mamulleri ;YOZGAT;74.25446;5.5115;116.7978;25.75365;0;123.45;68.45;0;24.54372;0;20.38959;37.08;2.07841;0;0;10.50608;77.76848;40.12897;73.96787;52.95108;48.54912;16.26584;26.13728;2.29688;0;0;0;3.76688;0;0;0;0;0;0;0;0;0;0;6.7392;0;0;0.13716;9.38787;8.67123;0;16.25033;40.11982;0;1.16962;0;0;14.90881;1.06582;47.11772;10.79383;20.26464;25.81108;19.41163;0.54063;13.12728;13.28043;15.30328;4.52317;36.54017
 Mücevher;YOZGAT;0;0;0;0;0;0;0;0;233.09724;0;0;0;0;32.15058;166.6847;0;0;94.98574;40.272;0;96.92693;0;94.0238;0;51.45342;133.22301;0;34.52949;0;0;76.10254;93.56386;0;137.32705;280.47197;305.47778;0;42.3044;0;1340.33509;177.58393;92.65999;0;434.06695;0;0;305.88581;252.25415;109.05491;193.38267;0;100.27125;155.41668;0;46.64637;115.27637;198.96183;450.34437;505.03969;238.53374;0;713.21671;620.28379;495.74237
 Otomotiv Endüstrisi;YOZGAT;0;46.24019;75.29054;26.25913;0;0;29.28735;2.23458;43;0;0;585.36917;92.79905;35.47846;642.51206;43.6078;36.13044;109.32125;358.37282;91.8;0.068;10.7;45.81842;361.20293;51;63;125.93345;1.80411;32.82735;0;32.13496;0;0;0;0.74;2.04214;0.69592;0.20417;87.50085;0;9.89607;0.31132;0;4.31855;0;24.065;0;0.5;2.08;0;0.69592;2.4;0.4;4.6;0.30977;0;0;0;5.34;0;0.97489;3.75;5.47415;0
 Su Ürünleri ve Hayvansal Mamuller;YOZGAT;0;72.85858;0;0;0;0;0;0;0;0;0;134.07155;0;26.11068;0;0;0;25.71182;0;0;25.40355;0;0;0;0;0;0;0;0;66.95125;25.01087;0;41.19074;0;0;26.10488;47.40856;0;0;23.04969;0;55.68209;47.62187;44.52672;105.46192;158.32417;92.60276;0;46.88329;89.02462;47.40856;0;94.22603;0;0;49.50151;5.27234;12.62909;0;0;0;0;0;0
 Tekstil ve Hammaddeleri;YOZGAT;32.52658;0;38.90212;0;0;11.43923;0;0;0;0.1741;211.87841;0;0;5.4521;0;0;10.87711;0;0;0;0;0;0;0;0;0;0;27.08534;0;3.72008;0;0;0;3.43317;0;0;0;0;0;54.66207;26.60515;0;0;0;0;0;0;0.405;1.47;0;0;2.73;0.20864;5.4159;0;3.58585;0;0;3.75;0;0.80954;4.47;0;0.22696
TOPLAM;YOZGAT;1182.2448;572.19572;406.19716;214.66127;262.98307;268.06459;465.13359;294.27148;1074.54625;518.50686;747.11311;1131.98045;515.96586;509.34312;1073.25553;760.75979;644.74293;857.14888;1235.24284;562.41284;1229.12481;633.15639;823.61794;1125.84641;907.03577;902.13855;867.12019;562.10547;594.23514;442.15602;685.04393;866.53703;562.65623;744.28637;883.32715;1599.23528;2196.48305;938.04004;620.6448;2524.01215;1237.4418;3582.07435;14190.02211;857.83287;10091.839;3027.43375;901.63744;6073.02368;9247.45935;1063.47914;2196.48305;1177.96696;1478.71609;8146.07053;950.00788;1739.67935;1126.03162;1970.33086;1377.44531;1001.24078;1419.02254;1991.54462;1504.37258;2030.9629
 Çelik;ZONGULDAK;13189.01054;41976.91056;28210.67975;29895.65283;19752.22399;21839.55866;32541.10168;51415.23241;19854.16854;18349.57877;17407.72965;42406.00978;36174.0136;50635.59304;22312.52196;41069.10063;37155.11419;5990.27412;21051.12727;16983.11777;10230.89549;20669.97237;12540.2452;19237.88254;30411.83421;2518.27426;5111.28188;46123.93673;38587.82701;31787.88053;40067.1543;38081.35575;49705.03207;20097.22391;10303.25044;5666.09706;93342.87409;37679.53712;13609.49059;20116.70857;27214.82686;17531.26775;25439.79952;65394.49773;69901.7586;48532.21934;66632.44976;62464.46253;24692.83904;81918.96805;93342.87409;33046.85292;102331.593;31973.18244;89102.45694;17324.62249;20781.47108;18865.40016;31919.3699;21094.91904;85604.88846;13878.22948;16163.25569;27519.71736
 Çimento Cam Seramik ve Toprak Ürünleri;ZONGULDAK;2774.30121;2691.66502;2852.06073;3981.11316;3295.4808;4375.70086;3894.14912;3703.38872;4805.31796;3201.52621;3412.15126;3873.99784;3923.55866;3068.71848;3887.01961;4633.15384;4596.43616;4727.26501;5282.94993;4297.92798;5272.69997;4528.22821;4457.03915;4078.43673;4723.39407;4734.72331;4024.66396;2987.9627;3929.83257;6243.30076;5971.77211;6876.8499;4828.745;6423.56354;6287.40856;5516.43305;4971.87006;6168.88726;4608.42734;5683.50264;7456.68489;5939.84894;8854.45119;7609.52881;8866.48768;6964.95962;6886.02793;7149.56174;6777.95522;6545.19484;4971.87006;4858.79742;5557.02028;5270.48143;5992.53372;5845.13928;6370.4706;4502.78372;6114.68103;3585.20283;7885.02541;3631.67829;4095.34607;5025.52585
 Demir ve Demir Dışı Metaller ;ZONGULDAK;116.44713;230.80153;252.1674;385.95531;146.92233;78.07958;368.23325;163.05193;163.51853;336.12733;74.31203;277.52451;205.58604;369.85093;185.95588;392.54402;268.04291;238.14144;243.01906;221.86441;263.49354;271.42138;369.74543;265.62949;347.0528;341.23698;227.1279;166.59795;128.73904;393.37116;192.35327;249.56543;320.48324;363.59649;377.92117;274.7294;509.92538;325.41025;268.94813;407.11302;543.24672;481.85593;670.78917;562.83746;504.73309;713.75589;466.62369;496.54989;259.57447;518.97435;509.92538;496.79917;445.20678;610.42513;608.49603;798.82529;278.46737;874.69022;521.04444;583.06953;752.38557;624.00652;623.43111;604.46347
 Deri ve Deri Mamulleri ;ZONGULDAK;0.01068;0.00206;0;0.4295;0;0;0;0;0.04961;0.0003;0.06736;0.22462;0.27477;0;0;0;0;0.0002;0.01046;0.01416;0.02337;0.1743;0.0044;0.00375;0.00941;0.0012;0.823;0.00044;0.002;0;0;0;0.10386;0;0.14798;0;0.05688;6.29104;0.58287;1.07115;0.0006;0.20841;65.59548;20.80721;1.8344;0.0005;0.00024;0;0.38487;2.70941;0.05688;3.59471;11.66084;0;3.04007;0;0;0;0.88997;4.9729;0;0.2086;0;0.47329
 Diğer Sanayi Ürünleri;ZONGULDAK;0;0;0;0;0;0;0;0;0.00001;0;0.14714;0.22692;0;0;0.01151;0;0;0;0;0;0;0;0.0022;0;0;0;0;0;0;0;0;0;1.01738;0;0;0;0;0.0012;0.00066;0.00071;0.00035;0.00015;0;0;0;0.4357;0.22899;0;0;0;0;0;0;0.60434;0;0.32563;0;0.01136;0;0;0;0;0;0.00002
 Halı ;ZONGULDAK;0;0;0;0;0;0;0;0;0;0;0;0.69221;1.51423;0;5.12825;0;0;8.87478;0;0;0;0;0;0;5.78409;0;6.56782;0;0;0;0;0;0.06383;0;0;7.06554;0.13385;0;0;0;5.51158;0.13206;1.07631;5.65592;8.46591;0.01348;2.17033;0;0.08219;0;0.13385;0.385;0;0;0;0.05857;0;0;36.65059;0.04748;0.15434;0.13946;0;0
 Hazırgiyim ve Konfeksiyon ;ZONGULDAK;135.36664;81.2595;86.44874;107.23476;88.65359;64.30824;337.68647;145.72467;162.50093;306.94628;317.41913;307.57739;399.00904;260.82792;82.02266;265.72939;41.9119;218.99237;65.00527;166.53427;36.64453;80.48497;176.69006;61.54857;172.28634;1090.29387;1833.12298;3278.52445;4037.55912;394.64385;3229.00078;1191.70464;474.21548;577.92915;642.33727;1242.59119;430.53039;1531.0397;1150.31413;1133.29397;938.62068;882.20369;121.9286;1004.39464;306.55062;73.68549;265.03047;527.47526;328.04615;285.84258;430.53039;133.71862;498.19939;205.69227;350.01046;158.32053;323.82401;358.8885;493.38477;385.1048;240.44177;486.17145;359.8782;115.0358
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ZONGULDAK;0;0;0;0;0;0;30.912;45;0;0;0;0;0;1.42335;27.072;0;0;0;0;15.8464;0;0;0;0;15.77819;0;18.90447;0;0;19.01384;0;15.93403;0;0;0;0;1.85516;0;0;0;0;0;0;3.28493;2.90542;0;0;0;0;0;1.85516;168.0773;0;0;0;20.30411;0;0;0;0;0;0;0;7.33324
 İklimlendirme Sanayii;ZONGULDAK;562.72374;871.83051;426.55973;906.5277;652.17209;533.59359;456.07025;616.90333;594.07106;925.93601;1377.34171;1014.94567;739.87979;241.98309;691.35143;509.79539;540.9348;519.88492;819.29137;594.37104;823.15007;853.85083;1299.33369;718.68155;552.22632;833.27994;687.29779;282.5088;454.63433;828.97082;574.88559;753.61454;682.28437;928.80616;1103.86836;1592.96129;1215.37117;1356.58621;535.53235;1008.11757;814.93899;947.2272;638.29177;1169.84076;628.43118;697.7056;1064.7785;860.40872;545.9168;1059.11133;1215.37117;1022.38536;1348.85026;1117.40441;1055.28043;751.33501;645.91119;419.5215;745.12894;753.99364;800.43643;1101.10275;486.277;933.0872
 Kimyevi Maddeler ve Mamulleri  ;ZONGULDAK;1197.6445;1338.62497;1172.301;1702.29284;7869.07297;1283.53567;3159.20705;1368.45055;856.51454;1127.96502;1465.82163;4402.03986;1154.54065;2308.05793;2143.10606;3781.48794;1313.31342;1499.03151;5296.71575;3091.63238;924.01636;4142.01472;1222.7023;3442.69648;851.38134;1090.61517;1078.94407;1023.36324;914.98805;1546.86603;1146.07287;4564.57952;1971.85464;911.54784;1198.01715;1243.47829;4974.73203;1469.35829;2353.19071;1979.06695;3407.03068;1820.67488;2235.76249;8086.05495;7224.19539;1729.17315;1821.55615;2310.42828;1662.29966;1776.26402;4974.73203;1534.08996;1981.72186;1723.93637;6617.02489;2030.64424;2624.36634;5633.68247;2240.99841;1455.39527;2157.48044;2380.74277;1719.81344;1546.03919
